X	Y	Time
880	2040	1.10084E+03
920	2040	1.09835E+03
960	2040	1.09566E+03
1000	2040	1.09341E+03
1040	2040	1.09209E+03
1080	2040	1.09143E+03
1120	2040	1.08995E+03
1160	2040	1.08947E+03
1200	2040	1.08980E+03
1240	2040	1.09031E+03
1280	2040	1.09257E+03
1320	2040	1.09299E+03
1360	2040	1.09236E+03
1400	2040	1.09121E+03
1440	2040	1.08975E+03
1480	2040	1.08809E+03
1520	2040	1.08615E+03
1560	2040	1.08216E+03
1600	2040	1.07712E+03
1640	2040	1.07228E+03
1680	2040	1.06927E+03
1720	2040	1.06816E+03
1760	2040	1.06687E+03
1800	2040	1.06573E+03
1840	2040	1.06566E+03
1880	2040	1.06569E+03
1920	2040	1.06531E+03
1960	2040	1.06556E+03
2000	2040	1.06592E+03
2040	2040	1.06592E+03
2080	2040	1.06672E+03
2120	2040	1.06771E+03
2160	2040	1.06882E+03
2200	2040	1.07035E+03
2240	2040	1.07287E+03
2280	2040	1.07433E+03
2320	2040	1.07653E+03
2360	2040	1.07960E+03
2400	2040	1.08208E+03
2440	2040	1.08325E+03
2480	2040	1.08469E+03
2520	2040	1.08453E+03
2560	2040	1.08671E+03
2600	2040	1.08841E+03
2640	2040	1.09050E+03
2680	2040	1.09496E+03
2720	2040	1.09603E+03
2760	2040	1.09640E+03
2800	2040	1.09628E+03
2840	2040	1.09646E+03
2880	2040	1.09621E+03
2920	2040	1.09475E+03
2960	2040	1.09215E+03
3000	2040	1.09048E+03
3040	2040	1.08868E+03
3080	2040	1.08633E+03
3120	2040	1.08510E+03
3160	2040	1.08461E+03
3200	2040	1.08328E+03
3240	2040	1.08259E+03
3280	2040	1.08264E+03
3320	2040	1.08171E+03
3360	2040	1.08032E+03
3400	2040	1.08023E+03
3440	2040	1.08044E+03
3480	2040	1.08026E+03
3520	2040	1.07992E+03
80	2080	1.10203E+03
120	2080	1.10367E+03
160	2080	1.10530E+03
200	2080	1.10646E+03
240	2080	1.10737E+03
280	2080	1.10783E+03
320	2080	1.10843E+03
360	2080	1.10896E+03
400	2080	1.10970E+03
440	2080	1.10987E+03
480	2080	1.10980E+03
520	2080	1.10946E+03
560	2080	1.10789E+03
600	2080	1.10722E+03
640	2080	1.10724E+03
680	2080	1.10731E+03
720	2080	1.10668E+03
760	2080	1.10527E+03
800	2080	1.10408E+03
840	2080	1.10239E+03
880	2080	1.09981E+03
920	2080	1.09702E+03
960	2080	1.09450E+03
1000	2080	1.09259E+03
1040	2080	1.09185E+03
1080	2080	1.09128E+03
1120	2080	1.09011E+03
1160	2080	1.08946E+03
1200	2080	1.08982E+03
1240	2080	1.09118E+03
1280	2080	1.09291E+03
1320	2080	1.09359E+03
1360	2080	1.09326E+03
1400	2080	1.09238E+03
1440	2080	1.09126E+03
1480	2080	1.08916E+03
1520	2080	1.08651E+03
1560	2080	1.08118E+03
1600	2080	1.07588E+03
1640	2080	1.07121E+03
1680	2080	1.06962E+03
1720	2080	1.06893E+03
1760	2080	1.06734E+03
1800	2080	1.06598E+03
1840	2080	1.06631E+03
1880	2080	1.06578E+03
1920	2080	1.06575E+03
1960	2080	1.06544E+03
2000	2080	1.06578E+03
2040	2080	1.06608E+03
2080	2080	1.06613E+03
2120	2080	1.06699E+03
2160	2080	1.06806E+03
2200	2080	1.06904E+03
2240	2080	1.06952E+03
2280	2080	1.07093E+03
2320	2080	1.07196E+03
2360	2080	1.07326E+03
2400	2080	1.07632E+03
2440	2080	1.07981E+03
2480	2080	1.08183E+03
2520	2080	1.08402E+03
2560	2080	1.08619E+03
2600	2080	1.08771E+03
2640	2080	1.08922E+03
2680	2080	1.09530E+03
2720	2080	1.09613E+03
2760	2080	1.09677E+03
2800	2080	1.09692E+03
2840	2080	1.09717E+03
2880	2080	1.09688E+03
2920	2080	1.09573E+03
2960	2080	1.09381E+03
3000	2080	1.09124E+03
3040	2080	1.08873E+03
3080	2080	1.08680E+03
3120	2080	1.08546E+03
3160	2080	1.08469E+03
3200	2080	1.08375E+03
3240	2080	1.08280E+03
3280	2080	1.08275E+03
3320	2080	1.08223E+03
3360	2080	1.08126E+03
3400	2080	1.08135E+03
3440	2080	1.08233E+03
3480	2080	1.08253E+03
3520	2080	1.08068E+03
80	2120	1.10238E+03
120	2120	1.10371E+03
160	2120	1.10466E+03
200	2120	1.10622E+03
240	2120	1.10708E+03
280	2120	1.10766E+03
320	2120	1.10779E+03
360	2120	1.10803E+03
400	2120	1.10843E+03
440	2120	1.10842E+03
480	2120	1.10815E+03
520	2120	1.10734E+03
560	2120	1.10592E+03
600	2120	1.10569E+03
640	2120	1.10567E+03
680	2120	1.10614E+03
720	2120	1.10600E+03
760	2120	1.10458E+03
800	2120	1.10322E+03
840	2120	1.10169E+03
880	2120	1.09903E+03
920	2120	1.09625E+03
960	2120	1.09371E+03
1000	2120	1.09221E+03
1040	2120	1.09143E+03
1080	2120	1.09051E+03
1120	2120	1.08981E+03
1160	2120	1.08943E+03
1200	2120	1.09021E+03
1240	2120	1.09113E+03
1280	2120	1.09255E+03
1320	2120	1.09300E+03
1360	2120	1.09328E+03
1400	2120	1.09301E+03
1440	2120	1.09208E+03
1480	2120	1.09014E+03
1520	2120	1.08734E+03
1560	2120	1.08056E+03
1600	2120	1.07490E+03
1640	2120	1.07152E+03
1680	2120	1.07022E+03
1720	2120	1.06938E+03
1760	2120	1.06791E+03
1800	2120	1.06670E+03
1840	2120	1.06733E+03
1880	2120	1.06720E+03
1920	2120	1.06709E+03
1960	2120	1.06671E+03
2000	2120	1.06650E+03
2040	2120	1.06627E+03
2080	2120	1.06644E+03
2120	2120	1.06695E+03
2160	2120	1.06749E+03
2200	2120	1.06824E+03
2240	2120	1.06867E+03
2280	2120	1.06920E+03
2320	2120	1.06988E+03
2360	2120	1.07087E+03
2400	2120	1.07219E+03
2440	2120	1.07531E+03
2480	2120	1.07931E+03
2520	2120	1.08289E+03
2560	2120	1.08611E+03
2600	2120	1.08792E+03
2640	2120	1.08946E+03
2680	2120	1.09407E+03
2720	2120	1.09550E+03
2760	2120	1.09636E+03
2800	2120	1.09745E+03
2840	2120	1.09774E+03
2880	2120	1.09827E+03
2920	2120	1.09732E+03
2960	2120	1.09468E+03
3000	2120	1.09093E+03
3040	2120	1.08853E+03
3080	2120	1.08693E+03
3120	2120	1.08578E+03
3160	2120	1.08471E+03
3200	2120	1.08373E+03
3240	2120	1.08271E+03
3280	2120	1.08292E+03
3320	2120	1.08260E+03
3360	2120	1.08154E+03
3400	2120	1.08130E+03
3440	2120	1.08150E+03
3480	2120	1.08215E+03
3520	2120	1.08247E+03
80	2160	1.10217E+03
120	2160	1.10378E+03
160	2160	1.10518E+03
200	2160	1.10580E+03
240	2160	1.10636E+03
280	2160	1.10702E+03
320	2160	1.10684E+03
360	2160	1.10693E+03
400	2160	1.10690E+03
440	2160	1.10628E+03
480	2160	1.10660E+03
520	2160	1.10614E+03
560	2160	1.10404E+03
600	2160	1.10382E+03
640	2160	1.10435E+03
680	2160	1.10512E+03
720	2160	1.10474E+03
760	2160	1.10358E+03
800	2160	1.10223E+03
840	2160	1.10066E+03
880	2160	1.09780E+03
920	2160	1.09505E+03
960	2160	1.09310E+03
1000	2160	1.09186E+03
1040	2160	1.09092E+03
1080	2160	1.09029E+03
1120	2160	1.08878E+03
1160	2160	1.08916E+03
1200	2160	1.09010E+03
1240	2160	1.09181E+03
1280	2160	1.09241E+03
1320	2160	1.09273E+03
1360	2160	1.09278E+03
1400	2160	1.09251E+03
1440	2160	1.09216E+03
1480	2160	1.09051E+03
1520	2160	1.08680E+03
1560	2160	1.08080E+03
1600	2160	1.07532E+03
1640	2160	1.07203E+03
1680	2160	1.07062E+03
1720	2160	1.06964E+03
1760	2160	1.06798E+03
1800	2160	1.06707E+03
1840	2160	1.06805E+03
1880	2160	1.06794E+03
1920	2160	1.06757E+03
1960	2160	1.06753E+03
2000	2160	1.06695E+03
2040	2160	1.06710E+03
2080	2160	1.06676E+03
2120	2160	1.06666E+03
2160	2160	1.06720E+03
2200	2160	1.06764E+03
2240	2160	1.06786E+03
2280	2160	1.06821E+03
2320	2160	1.06864E+03
2360	2160	1.06924E+03
2400	2160	1.07010E+03
2440	2160	1.07202E+03
2480	2160	1.07727E+03
2520	2160	1.08221E+03
2560	2160	1.08603E+03
2600	2160	1.08799E+03
2640	2160	1.08987E+03
2680	2160	1.09268E+03
2720	2160	1.09488E+03
2760	2160	1.09640E+03
2800	2160	1.09686E+03
2840	2160	1.09795E+03
2880	2160	1.09941E+03
2920	2160	1.09805E+03
2960	2160	1.09458E+03
3000	2160	1.09123E+03
3040	2160	1.08824E+03
3080	2160	1.08663E+03
3120	2160	1.08501E+03
3160	2160	1.08412E+03
3200	2160	1.08344E+03
3240	2160	1.08252E+03
3280	2160	1.08268E+03
3320	2160	1.08229E+03
3360	2160	1.08196E+03
3400	2160	1.08125E+03
3440	2160	1.08239E+03
3480	2160	1.08254E+03
3520	2160	1.08090E+03
80	2200	1.10333E+03
120	2200	1.10341E+03
160	2200	1.10422E+03
200	2200	1.10534E+03
240	2200	1.10535E+03
280	2200	1.10587E+03
320	2200	1.10615E+03
360	2200	1.10621E+03
400	2200	1.10567E+03
440	2200	1.10520E+03
480	2200	1.10509E+03
520	2200	1.10475E+03
560	2200	1.10302E+03
600	2200	1.10300E+03
640	2200	1.10307E+03
680	2200	1.10390E+03
720	2200	1.10358E+03
760	2200	1.10238E+03
800	2200	1.10050E+03
840	2200	1.09914E+03
880	2200	1.09651E+03
920	2200	1.09398E+03
960	2200	1.09241E+03
1000	2200	1.09088E+03
1040	2200	1.09046E+03
1080	2200	1.08949E+03
1120	2200	1.08876E+03
1160	2200	1.08876E+03
1200	2200	1.08981E+03
1240	2200	1.09132E+03
1280	2200	1.09185E+03
1320	2200	1.09165E+03
1360	2200	1.09170E+03
1400	2200	1.09187E+03
1440	2200	1.09200E+03
1480	2200	1.09058E+03
1520	2200	1.08659E+03
1560	2200	1.08122E+03
1600	2200	1.07499E+03
1640	2200	1.07218E+03
1680	2200	1.07083E+03
1720	2200	1.06996E+03
1760	2200	1.06832E+03
1800	2200	1.06775E+03
1840	2200	1.06819E+03
1880	2200	1.06856E+03
1920	2200	1.06849E+03
1960	2200	1.06837E+03
2000	2200	1.06793E+03
2040	2200	1.06804E+03
2080	2200	1.06759E+03
2120	2200	1.06718E+03
2160	2200	1.06702E+03
2200	2200	1.06706E+03
2240	2200	1.06744E+03
2280	2200	1.06787E+03
2320	2200	1.06826E+03
2360	2200	1.06861E+03
2400	2200	1.06943E+03
2440	2200	1.07125E+03
2480	2200	1.07586E+03
2520	2200	1.08206E+03
2560	2200	1.08597E+03
2600	2200	1.08840E+03
2640	2200	1.09001E+03
2680	2200	1.09286E+03
2720	2200	1.09472E+03
2760	2200	1.09530E+03
2800	2200	1.09615E+03
2840	2200	1.09845E+03
2880	2200	1.09946E+03
2920	2200	1.09856E+03
2960	2200	1.09574E+03
3000	2200	1.09132E+03
3040	2200	1.08873E+03
3080	2200	1.08709E+03
3120	2200	1.08522E+03
3160	2200	1.08391E+03
3200	2200	1.08350E+03
3240	2200	1.08261E+03
3280	2200	1.08230E+03
3320	2200	1.08236E+03
3360	2200	1.08239E+03
3400	2200	1.08210E+03
3440	2200	1.08229E+03
3480	2200	1.08263E+03
3520	2200	1.08132E+03
80	2240	1.10472E+03
120	2240	1.10373E+03
160	2240	1.10483E+03
200	2240	1.10560E+03
240	2240	1.10577E+03
280	2240	1.10568E+03
320	2240	1.10550E+03
360	2240	1.10556E+03
400	2240	1.10469E+03
440	2240	1.10404E+03
480	2240	1.10405E+03
520	2240	1.10403E+03
560	2240	1.10298E+03
600	2240	1.10156E+03
640	2240	1.10218E+03
680	2240	1.10283E+03
720	2240	1.10241E+03
760	2240	1.10136E+03
800	2240	1.09962E+03
840	2240	1.09782E+03
880	2240	1.09473E+03
920	2240	1.09269E+03
960	2240	1.09113E+03
1000	2240	1.08989E+03
1040	2240	1.08935E+03
1080	2240	1.08892E+03
1120	2240	1.08837E+03
1160	2240	1.08905E+03
1200	2240	1.08981E+03
1240	2240	1.09101E+03
1280	2240	1.09164E+03
1320	2240	1.09124E+03
1360	2240	1.09062E+03
1400	2240	1.09154E+03
1440	2240	1.09186E+03
1480	2240	1.09002E+03
1520	2240	1.08700E+03
1560	2240	1.08035E+03
1600	2240	1.07496E+03
1640	2240	1.07194E+03
1680	2240	1.07061E+03
1720	2240	1.07029E+03
1760	2240	1.06921E+03
1800	2240	1.06846E+03
1840	2240	1.06934E+03
1880	2240	1.06990E+03
1920	2240	1.06945E+03
1960	2240	1.06903E+03
2000	2240	1.06800E+03
2040	2240	1.06856E+03
2080	2240	1.06840E+03
2120	2240	1.06809E+03
2160	2240	1.06789E+03
2200	2240	1.06766E+03
2240	2240	1.06741E+03
2280	2240	1.06803E+03
2320	2240	1.06764E+03
2360	2240	1.06765E+03
2400	2240	1.06869E+03
2440	2240	1.07064E+03
2480	2240	1.07483E+03
2520	2240	1.08323E+03
2560	2240	1.08659E+03
2600	2240	1.08902E+03
2640	2240	1.09059E+03
2680	2240	1.09299E+03
2720	2240	1.09450E+03
2760	2240	1.09457E+03
2800	2240	1.09682E+03
2840	2240	1.09730E+03
2880	2240	1.09845E+03
2920	2240	1.09806E+03
2960	2240	1.09568E+03
3000	2240	1.09156E+03
3040	2240	1.08906E+03
3080	2240	1.08652E+03
3120	2240	1.08460E+03
3160	2240	1.08380E+03
3200	2240	1.08291E+03
3240	2240	1.08221E+03
3280	2240	1.08254E+03
3320	2240	1.08245E+03
3360	2240	1.08261E+03
3400	2240	1.08203E+03
3440	2240	1.08204E+03
3480	2240	1.08257E+03
3520	2240	1.08235E+03
80	2280	1.10471E+03
120	2280	1.10482E+03
160	2280	1.10480E+03
200	2280	1.10572E+03
240	2280	1.10533E+03
280	2280	1.10520E+03
320	2280	1.10518E+03
360	2280	1.10490E+03
400	2280	1.10426E+03
440	2280	1.10375E+03
480	2280	1.10352E+03
520	2280	1.10311E+03
560	2280	1.10174E+03
600	2280	1.10089E+03
640	2280	1.10103E+03
680	2280	1.10189E+03
720	2280	1.10171E+03
760	2280	1.10103E+03
800	2280	1.09839E+03
840	2280	1.09661E+03
880	2280	1.09302E+03
920	2280	1.09126E+03
960	2280	1.08965E+03
1000	2280	1.08873E+03
1040	2280	1.08847E+03
1080	2280	1.08832E+03
1120	2280	1.08849E+03
1160	2280	1.08969E+03
1200	2280	1.09051E+03
1240	2280	1.09122E+03
1280	2280	1.09188E+03
1320	2280	1.09088E+03
1360	2280	1.09036E+03
1400	2280	1.09092E+03
1440	2280	1.09162E+03
1480	2280	1.09008E+03
1520	2280	1.08646E+03
1560	2280	1.07956E+03
1600	2280	1.07476E+03
1640	2280	1.07200E+03
1680	2280	1.07124E+03
1720	2280	1.07079E+03
1760	2280	1.06989E+03
1800	2280	1.06923E+03
1840	2280	1.07025E+03
1880	2280	1.07034E+03
1920	2280	1.07032E+03
1960	2280	1.06964E+03
2000	2280	1.06844E+03
2040	2280	1.06804E+03
2080	2280	1.06795E+03
2120	2280	1.06844E+03
2160	2280	1.06833E+03
2200	2280	1.06833E+03
2240	2280	1.06861E+03
2280	2280	1.06806E+03
2320	2280	1.06799E+03
2360	2280	1.06758E+03
2400	2280	1.06839E+03
2440	2280	1.07039E+03
2480	2280	1.07382E+03
2520	2280	1.08324E+03
2560	2280	1.08649E+03
2600	2280	1.08935E+03
2640	2280	1.09177E+03
2680	2280	1.09371E+03
2720	2280	1.09446E+03
2760	2280	1.09499E+03
2800	2280	1.09590E+03
2840	2280	1.09662E+03
2880	2280	1.09826E+03
2920	2280	1.09689E+03
2960	2280	1.09490E+03
3000	2280	1.09227E+03
3040	2280	1.08971E+03
3080	2280	1.08693E+03
3120	2280	1.08481E+03
3160	2280	1.08370E+03
3200	2280	1.08312E+03
3240	2280	1.08255E+03
3280	2280	1.08266E+03
3320	2280	1.08279E+03
3360	2280	1.08273E+03
3400	2280	1.08198E+03
3440	2280	1.08278E+03
3480	2280	1.08295E+03
3520	2280	1.08410E+03
80	2320	1.10471E+03
120	2320	1.10516E+03
160	2320	1.10456E+03
200	2320	1.10487E+03
240	2320	1.10470E+03
280	2320	1.10459E+03
320	2320	1.10445E+03
360	2320	1.10444E+03
400	2320	1.10374E+03
440	2320	1.10355E+03
480	2320	1.10255E+03
520	2320	1.10198E+03
560	2320	1.10079E+03
600	2320	1.10018E+03
640	2320	1.09999E+03
680	2320	1.10046E+03
720	2320	1.10027E+03
760	2320	1.10013E+03
800	2320	1.09799E+03
840	2320	1.09578E+03
880	2320	1.09167E+03
920	2320	1.08997E+03
960	2320	1.08836E+03
1000	2320	1.08744E+03
1040	2320	1.08750E+03
1080	2320	1.08754E+03
1120	2320	1.08791E+03
1160	2320	1.08972E+03
1200	2320	1.09119E+03
1240	2320	1.09212E+03
1280	2320	1.09216E+03
1320	2320	1.09097E+03
1360	2320	1.08985E+03
1400	2320	1.08988E+03
1440	2320	1.09052E+03
1480	2320	1.08934E+03
1520	2320	1.08532E+03
1560	2320	1.07889E+03
1600	2320	1.07445E+03
1640	2320	1.07189E+03
1680	2320	1.07142E+03
1720	2320	1.07136E+03
1760	2320	1.07055E+03
1800	2320	1.06971E+03
1840	2320	1.07020E+03
1880	2320	1.07057E+03
1920	2320	1.07083E+03
1960	2320	1.07018E+03
2000	2320	1.06912E+03
2040	2320	1.06778E+03
2080	2320	1.06793E+03
2120	2320	1.06877E+03
2160	2320	1.06839E+03
2200	2320	1.06867E+03
2240	2320	1.06902E+03
2280	2320	1.06895E+03
2320	2320	1.06875E+03
2360	2320	1.06838E+03
2400	2320	1.06892E+03
2440	2320	1.07077E+03
2480	2320	1.07520E+03
2520	2320	1.08371E+03
2560	2320	1.08752E+03
2600	2320	1.08953E+03
2640	2320	1.09195E+03
2680	2320	1.09407E+03
2720	2320	1.09439E+03
2760	2320	1.09418E+03
2800	2320	1.09449E+03
2840	2320	1.09629E+03
2880	2320	1.09736E+03
2920	2320	1.09637E+03
2960	2320	1.09470E+03
3000	2320	1.09228E+03
3040	2320	1.09011E+03
3080	2320	1.08694E+03
3120	2320	1.08454E+03
3160	2320	1.08372E+03
3200	2320	1.08332E+03
3240	2320	1.08270E+03
3280	2320	1.08236E+03
3320	2320	1.08281E+03
3360	2320	1.08272E+03
3400	2320	1.08260E+03
3440	2320	1.08267E+03
3480	2320	1.08353E+03
3520	2320	1.08429E+03
80	2360	1.10408E+03
120	2360	1.10507E+03
160	2360	1.10460E+03
200	2360	1.10449E+03
240	2360	1.10419E+03
280	2360	1.10383E+03
320	2360	1.10379E+03
360	2360	1.10364E+03
400	2360	1.10321E+03
440	2360	1.10260E+03
480	2360	1.10187E+03
520	2360	1.10149E+03
560	2360	1.10059E+03
600	2360	1.09916E+03
640	2360	1.09881E+03
680	2360	1.09856E+03
720	2360	1.09923E+03
760	2360	1.09869E+03
800	2360	1.09634E+03
840	2360	1.09447E+03
880	2360	1.09060E+03
920	2360	1.08908E+03
960	2360	1.08757E+03
1000	2360	1.08661E+03
1040	2360	1.08658E+03
1080	2360	1.08661E+03
1120	2360	1.08719E+03
1160	2360	1.08899E+03
1200	2360	1.09102E+03
1240	2360	1.09270E+03
1280	2360	1.09202E+03
1320	2360	1.09055E+03
1360	2360	1.08930E+03
1400	2360	1.08976E+03
1440	2360	1.08990E+03
1480	2360	1.08830E+03
1520	2360	1.08494E+03
1560	2360	1.07868E+03
1600	2360	1.07395E+03
1640	2360	1.07155E+03
1680	2360	1.07112E+03
1720	2360	1.07113E+03
1760	2360	1.07010E+03
1800	2360	1.06995E+03
1840	2360	1.07059E+03
1880	2360	1.07066E+03
1920	2360	1.07074E+03
1960	2360	1.06966E+03
2000	2360	1.06911E+03
2040	2360	1.06840E+03
2080	2360	1.06816E+03
2120	2360	1.06879E+03
2160	2360	1.06892E+03
2200	2360	1.06881E+03
2240	2360	1.06906E+03
2280	2360	1.06936E+03
2320	2360	1.06955E+03
2360	2360	1.06930E+03
2400	2360	1.07025E+03
2440	2360	1.07221E+03
2480	2360	1.07756E+03
2520	2360	1.08446E+03
2560	2360	1.08773E+03
2600	2360	1.09014E+03
2640	2360	1.09287E+03
2680	2360	1.09455E+03
2720	2360	1.09396E+03
2760	2360	1.09340E+03
2800	2360	1.09348E+03
2840	2360	1.09522E+03
2880	2360	1.09678E+03
2920	2360	1.09616E+03
2960	2360	1.09466E+03
3000	2360	1.09237E+03
3040	2360	1.08934E+03
3080	2360	1.08672E+03
3120	2360	1.08461E+03
3160	2360	1.08379E+03
3200	2360	1.08322E+03
3240	2360	1.08279E+03
3280	2360	1.08305E+03
3320	2360	1.08329E+03
3360	2360	1.08323E+03
3400	2360	1.08428E+03
3440	2360	1.08442E+03
3480	2360	1.08366E+03
3520	2360	1.08414E+03
80	2400	1.10366E+03
120	2400	1.10467E+03
160	2400	1.10403E+03
200	2400	1.10391E+03
240	2400	1.10343E+03
280	2400	1.10290E+03
320	2400	1.10313E+03
360	2400	1.10308E+03
400	2400	1.10268E+03
440	2400	1.10200E+03
480	2400	1.10159E+03
520	2400	1.10100E+03
560	2400	1.10089E+03
600	2400	1.09920E+03
640	2400	1.09815E+03
680	2400	1.09777E+03
720	2400	1.09782E+03
760	2400	1.09718E+03
800	2400	1.09479E+03
840	2400	1.09280E+03
880	2400	1.09011E+03
920	2400	1.08876E+03
960	2400	1.08719E+03
1000	2400	1.08612E+03
1040	2400	1.08606E+03
1080	2400	1.08583E+03
1120	2400	1.08616E+03
1160	2400	1.08846E+03
1200	2400	1.09171E+03
1240	2400	1.09247E+03
1280	2400	1.09104E+03
1320	2400	1.08941E+03
1360	2400	1.08887E+03
1400	2400	1.08930E+03
1440	2400	1.08904E+03
1480	2400	1.08755E+03
1520	2400	1.08292E+03
1560	2400	1.07784E+03
1600	2400	1.07366E+03
1640	2400	1.07152E+03
1680	2400	1.07120E+03
1720	2400	1.07062E+03
1760	2400	1.06968E+03
1800	2400	1.06983E+03
1840	2400	1.07034E+03
1880	2400	1.07034E+03
1920	2400	1.07073E+03
1960	2400	1.06961E+03
2000	2400	1.06852E+03
2040	2400	1.06835E+03
2080	2400	1.06845E+03
2120	2400	1.06908E+03
2160	2400	1.06903E+03
2200	2400	1.06970E+03
2240	2400	1.06978E+03
2280	2400	1.06962E+03
2320	2400	1.06896E+03
2360	2400	1.06924E+03
2400	2400	1.07098E+03
2440	2400	1.07355E+03
2480	2400	1.07961E+03
2520	2400	1.08541E+03
2560	2400	1.08816E+03
2600	2400	1.09016E+03
2640	2400	1.09223E+03
2680	2400	1.09432E+03
2720	2400	1.09410E+03
2760	2400	1.09336E+03
2800	2400	1.09364E+03
2840	2400	1.09460E+03
2880	2400	1.09559E+03
2920	2400	1.09587E+03
2960	2400	1.09486E+03
3000	2400	1.09281E+03
3040	2400	1.09017E+03
3080	2400	1.08698E+03
3120	2400	1.08500E+03
3160	2400	1.08403E+03
3200	2400	1.08341E+03
3240	2400	1.08293E+03
3280	2400	1.08306E+03
3320	2400	1.08363E+03
3360	2400	1.08378E+03
3400	2400	1.08328E+03
3440	2400	1.08419E+03
3480	2400	1.08341E+03
3520	2400	1.08466E+03
80	2440	1.10240E+03
120	2440	1.10428E+03
160	2440	1.10372E+03
200	2440	1.10347E+03
240	2440	1.10318E+03
280	2440	1.10268E+03
320	2440	1.10257E+03
360	2440	1.10264E+03
400	2440	1.10254E+03
440	2440	1.10168E+03
480	2440	1.10121E+03
520	2440	1.10050E+03
560	2440	1.10013E+03
600	2440	1.09865E+03
640	2440	1.09804E+03
680	2440	1.09765E+03
720	2440	1.09732E+03
760	2440	1.09610E+03
800	2440	1.09287E+03
840	2440	1.09091E+03
880	2440	1.08890E+03
920	2440	1.08778E+03
960	2440	1.08658E+03
1000	2440	1.08577E+03
1040	2440	1.08550E+03
1080	2440	1.08523E+03
1120	2440	1.08612E+03
1160	2440	1.08757E+03
1200	2440	1.09064E+03
1240	2440	1.09182E+03
1280	2440	1.09000E+03
1320	2440	1.08881E+03
1360	2440	1.08820E+03
1400	2440	1.08825E+03
1440	2440	1.08843E+03
1480	2440	1.08649E+03
1520	2440	1.08257E+03
1560	2440	1.07703E+03
1600	2440	1.07330E+03
1640	2440	1.07141E+03
1680	2440	1.07112E+03
1720	2440	1.07046E+03
1760	2440	1.06942E+03
1800	2440	1.06968E+03
1840	2440	1.07018E+03
1880	2440	1.06997E+03
1920	2440	1.07021E+03
1960	2440	1.06972E+03
2000	2440	1.06897E+03
2040	2440	1.06888E+03
2080	2440	1.06862E+03
2120	2440	1.06946E+03
2160	2440	1.06939E+03
2200	2440	1.06989E+03
2240	2440	1.06991E+03
2280	2440	1.06991E+03
2320	2440	1.06934E+03
2360	2440	1.06991E+03
2400	2440	1.07180E+03
2440	2440	1.07475E+03
2480	2440	1.08099E+03
2520	2440	1.08617E+03
2560	2440	1.08857E+03
2600	2440	1.09052E+03
2640	2440	1.09241E+03
2680	2440	1.09360E+03
2720	2440	1.09352E+03
2760	2440	1.09340E+03
2800	2440	1.09381E+03
2840	2440	1.09449E+03
2880	2440	1.09536E+03
2920	2440	1.09564E+03
2960	2440	1.09393E+03
3000	2440	1.09205E+03
3040	2440	1.09005E+03
3080	2440	1.08760E+03
3120	2440	1.08570E+03
3160	2440	1.08462E+03
3200	2440	1.08395E+03
3240	2440	1.08327E+03
3280	2440	1.08320E+03
3320	2440	1.08337E+03
3360	2440	1.08302E+03
3400	2440	1.08318E+03
3440	2440	1.08376E+03
3480	2440	1.08333E+03
3520	2440	1.08562E+03
80	2480	1.10217E+03
120	2480	1.10388E+03
160	2480	1.10382E+03
200	2480	1.10286E+03
240	2480	1.10287E+03
280	2480	1.10259E+03
320	2480	1.10251E+03
360	2480	1.10216E+03
400	2480	1.10245E+03
440	2480	1.10171E+03
480	2480	1.10055E+03
520	2480	1.10023E+03
560	2480	1.09925E+03
600	2480	1.09858E+03
640	2480	1.09802E+03
680	2480	1.09777E+03
720	2480	1.09683E+03
760	2480	1.09515E+03
800	2480	1.09214E+03
840	2480	1.08981E+03
880	2480	1.08805E+03
920	2480	1.08729E+03
960	2480	1.08620E+03
1000	2480	1.08563E+03
1040	2480	1.08540E+03
1080	2480	1.08547E+03
1120	2480	1.08526E+03
1160	2480	1.08682E+03
1200	2480	1.08906E+03
1240	2480	1.08964E+03
1280	2480	1.08964E+03
1320	2480	1.08835E+03
1360	2480	1.08737E+03
1400	2480	1.08725E+03
1440	2480	1.08756E+03
1480	2480	1.08594E+03
1520	2480	1.08226E+03
1560	2480	1.07598E+03
1600	2480	1.07285E+03
1640	2480	1.07115E+03
1680	2480	1.07046E+03
1720	2480	1.06985E+03
1760	2480	1.06905E+03
1800	2480	1.06934E+03
1840	2480	1.07000E+03
1880	2480	1.06970E+03
1920	2480	1.06991E+03
1960	2480	1.06961E+03
2000	2480	1.06911E+03
2040	2480	1.06899E+03
2080	2480	1.06885E+03
2120	2480	1.06985E+03
2160	2480	1.06962E+03
2200	2480	1.06955E+03
2240	2480	1.06941E+03
2280	2480	1.06972E+03
2320	2480	1.06965E+03
2360	2480	1.07028E+03
2400	2480	1.07239E+03
2440	2480	1.07663E+03
2480	2480	1.08254E+03
2520	2480	1.08652E+03
2560	2480	1.08816E+03
2600	2480	1.09046E+03
2640	2480	1.09203E+03
2680	2480	1.09321E+03
2720	2480	1.09295E+03
2760	2480	1.09319E+03
2800	2480	1.09368E+03
2840	2480	1.09478E+03
2880	2480	1.09571E+03
2920	2480	1.09591E+03
2960	2480	1.09381E+03
3000	2480	1.09202E+03
3040	2480	1.09008E+03
3080	2480	1.08809E+03
3120	2480	1.08591E+03
3160	2480	1.08504E+03
3200	2480	1.08391E+03
3240	2480	1.08360E+03
