@@@ Acoustic log report, powered by DARTS (https://darts.citg.tudelft.nl/) @@@
@@@            Special edition for SPE GeoEnergy Hackathon 2021            @@@
Well name: E05
depth(m)	 transit time (micron/sec)
1900.2678	  239.877544
1900.5447	  238.600667
1900.8217	  229.646817
1901.0987	  232.503689
1901.3757	  241.735475
1901.6527	  238.000300
1901.9297	  234.006576
1902.2067	  231.363914
1902.4837	  237.656807
1902.7607	  230.379024
1903.0377	  241.619091
1903.3147	  236.726789
1903.5917	  246.315881
1903.8687	  233.481123
1904.1457	  240.149413
1904.4227	  246.565021
1904.6997	  239.004927
1904.9767	  201.262121
1905.2536	  203.101675
1905.5306	  195.681272
1905.8076	  196.960569
1906.0846	  199.084220
1906.3616	  198.329366
1906.6386	  200.120713
1906.9156	  197.069939
1907.1926	  192.744696
1907.4696	  196.121294
1907.7466	  195.216073
1908.0236	  197.103186
1908.3006	  196.019739
1908.5776	  196.891436
1908.8546	  193.951088
1909.1316	  203.371156
1909.4086	  191.519100
1909.6856	  200.744200
1909.9625	  193.590332
1910.2395	  199.348846
1910.5165	  194.548640
1910.7935	  203.621894
1911.0705	  197.710483
1911.3475	  198.568826
1911.6245	  203.721610
1911.9015	  198.153497
1912.1785	  188.767653
1912.4555	  185.463610
1912.7325	  188.657750
1913.0095	  187.764737
1913.2865	  192.395024
1913.5635	  192.912180
1913.8405	  189.721107
1914.1175	  187.374154
1914.3944	  192.566401
1914.6714	  183.610055
1914.9484	  181.598391
1915.2254	  184.506801
1915.5024	  188.744206
1915.7794	  188.954488
1916.0564	  188.240698
1916.3334	  186.594007
1916.6104	  188.143520
1916.8874	  188.078232
1917.1644	  189.877823
1917.4414	  178.909434
1917.7184	  190.803157
1917.9954	  184.446130
1918.2724	  181.543418
1918.5494	  193.480345
1918.8264	  189.201629
1919.1033	  181.953022
1919.3803	  266.878229
1919.6573	  270.150635
1919.9343	  265.583302
1920.2113	  265.769233
1920.4883	  266.669115
1920.7653	  267.895053
1921.0423	  262.526835
1921.3193	  266.764845
1921.5963	  267.872734
1921.8733	  268.176900
1922.1503	  273.295291
1922.4273	  273.725205
1922.7043	  273.661966
1922.9813	  267.056724
1923.2583	  271.481146
1923.5353	  266.636067
1923.8122	  251.246153
1924.0892	  268.231136
1924.3662	  268.151268
1924.6432	  273.657248
1924.9202	  270.137966
1925.1972	  264.985042
1925.4742	  266.582544
1925.7512	  266.392771
1926.0282	  271.189355
1926.3052	  268.297157
1926.5822	  265.232552
1926.8592	  206.150045
1927.1362	  206.869115
1927.4132	  207.376802
1927.6902	  204.501216
1927.9672	  199.312244
1928.2441	  205.096484
1928.5211	  200.822983
1928.7981	  199.844230
1929.0751	  206.384079
1929.3521	  208.564732
1929.6291	  202.959518
1929.9061	  193.362504
1930.1831	  203.224460
1930.4601	  207.008597
1930.7371	  201.088831
1931.0141	  201.569077
1931.2911	  201.363000
1931.5681	  199.998531
1931.8451	  208.287962
1932.1221	  196.132035
1932.3991	  204.355136
1932.6761	  204.961117
1932.9530	  201.243655
1933.2300	  197.946379
1933.5070	  200.322745
1933.7840	  196.663417
1934.0610	  234.664336
1934.3380	  231.157546
1934.6150	  233.716995
1934.8920	  243.267327
1935.1690	  226.332509
1935.4460	  231.272770
1935.7230	  232.935177
1936.0000	  230.646000
1936.2770	  232.873245
1936.5540	  229.564858
1936.8310	  236.921428
1937.1080	  235.009718
1937.3849	  240.740702
1937.6619	  227.373852
1937.9389	  237.544639
1938.2159	  229.046207
1938.4929	  231.504016
1938.7699	  236.843624
1939.0469	  238.562607
1939.3239	  230.771350
1939.6009	  233.724411
1939.8779	  222.962691
1940.1549	  227.784136
1940.4319	  233.583282
1940.7089	  226.059335
1940.9859	  230.007463
1941.2629	  255.130595
1941.5399	  255.752485
1941.8169	  247.513166
1942.0938	  244.451108
1942.3708	  245.469316
1942.6478	  257.626026
1942.9248	  246.630932
1943.2018	  251.490845
1943.4788	  248.500245
1943.7558	  245.538720
1944.0328	  245.439841
1944.3098	  249.181475
1944.5868	  257.528558
1944.8638	  246.489354
1945.1408	  244.450629
1945.4178	  247.636229
1945.6948	  247.296507
1945.9718	  255.562331
1946.2488	  251.715538
1946.5258	  245.457310
1946.8027	  243.684988
1947.0797	  243.786445
1947.3567	  249.237612
1947.6337	  251.193516
1947.9107	  239.412391
1948.1877	  239.878220
1948.4647	  256.268612
1948.7417	  246.647045
1949.0187	  240.654423
1949.2957	  249.851116
1949.5727	  258.529120
1949.8497	  257.300745
1950.1267	  247.437200
1950.4037	  249.652225
1950.6807	  243.240912
1950.9577	  255.756443
1951.2346	  248.688515
1951.5116	  253.578052
1951.7886	  251.862848
1952.0656	  249.441836
1952.3426	  248.671051
1952.6196	  255.598334
1952.8966	  247.760638
1953.1736	  252.852505
1953.4506	  252.026117
1953.7276	  253.453368
1954.0046	  256.950795
1954.2816	  249.680258
1954.5586	  237.221319
1954.8356	  249.991891
1955.1126	  251.532859
1955.3896	  247.824671
1955.6666	  246.811557
1955.9435	  219.086066
1956.2205	  215.396427
1956.4975	  222.958760
1956.7745	  218.327946
1957.0515	  218.892720
1957.3285	  219.595351
1957.6055	  211.269419
1957.8825	  215.361561
1958.1595	  213.112341
1958.4365	  207.845875
1958.7135	  219.598156
1958.9905	  215.804997
1959.2675	  220.005332
1959.5445	  217.875969
1959.8215	  214.470117
1960.0985	  210.365095
1960.3755	  212.357904
1960.6524	  213.509644
1960.9294	  216.487789
1961.2064	  218.111720
1961.4834	  221.857500
1961.7604	  216.297407
1962.0374	  215.285952
1962.3144	  215.291840
1962.5914	  213.694094
1962.8684	  210.907454
1963.1454	  239.083679
1963.4224	  229.410035
1963.6994	  241.342304
1963.9764	  243.652421
1964.2534	  233.587230
1964.5304	  236.453065
1964.8074	  243.812447
1965.0843	  242.123426
1965.3613	  235.523279
1965.6383	  240.637694
1965.9153	  236.131236
1966.1923	  234.399296
1966.4693	  239.909327
1966.7463	  237.091061
1967.0233	  240.088172
1967.3003	  235.562554
1967.5773	  241.842948
1967.8543	  235.936548
1968.1313	  238.828665
1968.4083	  236.601290
1968.6853	  236.430242
1968.9623	  240.818005
1969.2393	  235.138863
1969.5163	  239.485707
1969.7932	  233.173954
1970.0702	  243.551733
1970.3472	  236.006380
1970.6242	  235.862501
1970.9012	  238.238387
1971.1782	  243.297871
1971.4552	  228.629253
1971.7322	  240.475552
1972.0092	  257.366492
1972.2862	  239.995124
1972.5632	  241.900404
1972.8402	  246.086758
1973.1172	  237.920146
1973.3942	  237.503781
1973.6712	  237.660623
1973.9482	  241.405098
1974.2252	  244.531655
1974.5021	  243.143170
1974.7791	  244.082214
1975.0561	  243.713523
1975.3331	  236.952703
1975.6101	  237.681512
1975.8871	  241.539176
1976.1641	  242.640167
1976.4411	  241.161838
1976.7181	  238.166912
1976.9951	  230.481244
1977.2721	  239.746596
1977.5491	  253.179037
1977.8261	  254.557469
1978.1031	  248.374201
1978.3801	  248.883821
1978.6571	  248.743973
1978.9340	  247.401860
1979.2110	  252.177204
1979.4880	  257.932292
1979.7650	  248.633402
1980.0420	  244.373871
1980.3190	  246.360536
1980.5960	  249.131573
1980.8730	  253.033474
1981.1500	  250.613146
