@@@ Acoustic log report, powered by DARTS (https://darts.citg.tudelft.nl/) @@@
@@@            Special edition for SPE GeoEnergy Hackathon 2021            @@@
Well name: P03
depth(m)	 transit time (micron/sec)
2112.9319	  242.108515
2113.2126	  245.370630
2113.4933	  240.408256
2113.7740	  238.134942
2114.0547	  238.337538
2114.3354	  240.050770
2114.6161	  245.685299
2114.8968	  238.326406
2115.1775	  242.409732
2115.4582	  263.374168
2115.7389	  261.073919
2116.0196	  261.865429
2116.3003	  270.515463
2116.5810	  262.471305
2116.8617	  270.305303
2117.1424	  264.483030
2117.4231	  272.711693
2117.7038	  263.361292
2117.9845	  258.830876
2118.2652	  262.307461
2118.5459	  262.620662
2118.8266	  267.443754
2119.1073	  262.768768
2119.3880	  261.382964
2119.6687	  255.291799
2119.9494	  257.229856
2120.2301	  259.783638
2120.5108	  267.840782
2120.7915	  257.726105
2121.0722	  265.508986
2121.3529	  265.985119
2121.6336	  261.926348
2121.9143	  257.997992
2122.1950	  265.735404
2122.4757	  258.956298
2122.7564	  259.110812
2123.0371	  270.474433
2123.3178	  278.557590
2123.5985	  269.639189
2123.8792	  272.340260
2124.1599	  267.660541
2124.4406	  270.403465
2124.7213	  263.866335
2125.0020	  270.511431
2125.2827	  274.664317
2125.5634	  265.002507
2125.8441	  264.990288
2126.1248	  273.316897
2126.4055	  268.224869
2126.6862	  263.598883
2126.9669	  270.073200
2127.2476	  270.085774
2127.5283	  269.374894
2127.8090	  268.688036
2128.0897	  267.825774
2128.3704	  264.104992
2128.6511	  269.438323
2128.9318	  268.168960
2129.2125	  270.972182
2129.4932	  271.760444
2129.7739	  264.240758
2130.0546	  272.831564
2130.3354	  234.557011
2130.6161	  234.123972
2130.8968	  233.183543
2131.1775	  225.011411
2131.4582	  233.333879
2131.7389	  232.790268
2132.0196	  240.684990
2132.3003	  232.314192
2132.5810	  236.597938
2132.8617	  229.060806
2133.1424	  230.219601
2133.4231	  236.907364
2133.7038	  239.878880
2133.9845	  233.919556
2134.2652	  232.194266
2134.5459	  238.304354
2134.8266	  235.361280
2135.1073	  232.302594
2135.3880	  237.694702
2135.6687	  230.189361
2135.9494	  233.197258
2136.2301	  230.826126
2136.5108	  232.911998
2136.7915	  236.238081
2137.0722	  233.063026
2137.3529	  237.762582
2137.6336	  229.895506
2137.9143	  227.783011
2138.1950	  238.557493
2138.4757	  230.759215
2138.7564	  232.135689
2139.0371	  231.511569
2139.3178	  238.175933
2139.5985	  237.690680
2139.8792	  226.368358
2140.1599	  234.848159
2140.4406	  234.258088
2140.7213	  237.274716
2141.0020	  230.071811
2141.2827	  230.332983
2141.5634	  227.023887
2141.8441	  241.011840
2142.1248	  239.548580
2142.4055	  239.161771
2142.6862	  238.154149
2142.9669	  231.608121
2143.2476	  231.690799
2143.5283	  240.013208
2143.8090	  234.904370
2144.0897	  241.392655
2144.3704	  238.146157
2144.6511	  228.882614
2144.9318	  232.409109
2145.2125	  277.279245
2145.4932	  273.864539
2145.7739	  276.421595
2146.0546	  271.894780
2146.3353	  282.911842
2146.6160	  281.588084
2146.8967	  274.615313
2147.1774	  273.605009
2147.4581	  271.472635
2147.7388	  266.562308
2148.0195	  273.100902
2148.3002	  270.850833
2148.5809	  273.948090
2148.8616	  267.071409
2149.1423	  271.407072
2149.4230	  277.311092
2149.7037	  275.704848
2149.9844	  274.790890
2150.2652	  279.745701
2150.5459	  274.166587
2150.8266	  266.887805
2151.1073	  280.073511
2151.3880	  276.993910
2151.6687	  275.500899
2151.9494	  280.807874
2152.2301	  275.473909
2152.5108	  233.905928
2152.7915	  231.770758
2153.0722	  231.515315
2153.3529	  228.511262
2153.6336	  234.680257
2153.9143	  221.949461
2154.1950	  230.820008
2154.4757	  228.672344
2154.7564	  232.463448
2155.0371	  227.166343
2155.3178	  227.820045
2155.5985	  239.434526
2155.8792	  231.858621
2156.1599	  232.507032
2156.4406	  232.860597
2156.7213	  230.184084
2157.0020	  223.434844
2157.2827	  224.489096
2157.5634	  224.362971
2157.8441	  229.745286
2158.1248	  226.670611
2158.4055	  231.662711
2158.6862	  225.895067
2158.9669	  231.014558
2159.2476	  230.573930
2159.5283	  232.923747
2159.8090	  209.236876
2160.0897	  228.033453
2160.3704	  226.828274
2160.6511	  223.264760
2160.9318	  226.117926
2161.2125	  226.454007
2161.4932	  217.618110
2161.7739	  225.040702
2162.0546	  221.340032
2162.3353	  219.589210
2162.6160	  216.994407
2162.8967	  217.047574
2163.1774	  219.019131
2163.4581	  223.678564
2163.7388	  225.999167
2164.0195	  217.041290
2164.3002	  216.729492
2164.5809	  219.337495
2164.8616	  220.445199
2165.1423	  225.872223
2165.4230	  222.563025
2165.7037	  216.890716
2165.9844	  225.731486
2166.2651	  221.218852
2166.5458	  226.334502
2166.8265	  223.395299
2167.1072	  229.743914
2167.3879	  228.335306
2167.6686	  228.981124
2167.9493	  223.164254
2168.2300	  225.921271
2168.5107	  221.722257
2168.7914	  233.561722
2169.0721	  226.458737
2169.3528	  222.665082
2169.6335	  230.447241
2169.9142	  234.432684
2170.1949	  226.869879
2170.4757	  230.433438
2170.7564	  222.527474
2171.0371	  227.284826
2171.3178	  224.655203
2171.5985	  233.593319
2171.8792	  227.918808
2172.1599	  233.050034
2172.4406	  230.131943
2172.7213	  231.341302
2173.0020	  228.451715
2173.2827	  220.547319
2173.5634	  225.703263
2173.8441	  229.038218
2174.1248	  224.641908
2174.4055	  227.561021
2174.6862	  257.470654
2174.9669	  271.753758
2175.2476	  275.083077
2175.5283	  271.029989
2175.8090	  271.133137
2176.0897	  274.859213
2176.3704	  272.774696
2176.6511	  275.462553
2176.9318	  270.725523
2177.2125	  277.522787
2177.4932	  266.422756
2177.7739	  271.731024
2178.0546	  270.944603
2178.3353	  270.044340
2178.6160	  276.500179
2178.8967	  276.429569
2179.1774	  263.254291
2179.4581	  268.100699
2179.7388	  267.146791
2180.0195	  271.153048
2180.3002	  264.924128
2180.5809	  266.474472
2180.8616	  273.673093
2181.1423	  269.351108
2181.4230	  270.413214
2181.7037	  269.269379
2181.9844	  267.392616
2182.2651	  261.050526
2182.5458	  265.968265
2182.8265	  256.542253
2183.1072	  265.562513
2183.3879	  261.632508
2183.6686	  261.004738
2183.9493	  264.549605
2184.2300	  263.125000
2184.5107	  258.382516
2184.7914	  261.764475
2185.0721	  259.694984
2185.3528	  265.663097
2185.6335	  262.653935
2185.9142	  266.135906
2186.1949	  258.979753
2186.4756	  263.588643
2186.7563	  263.502998
2187.0370	  261.472108
2187.3177	  270.298374
2187.5984	  267.060800
2187.8791	  261.247713
2188.1598	  267.290952
2188.4405	  260.976715
2188.7212	  265.894923
2189.0019	  263.362334
2189.2826	  258.396999
2189.5633	  258.352200
2189.8440	  263.809091
2190.1247	  260.642614
2190.4055	  255.697511
2190.6862	  262.895428
2190.9669	  262.605681
2191.2476	  258.514508
2191.5283	  263.262291
2191.8090	  263.697365
2192.0897	  257.739732
2192.3704	  263.983223
2192.6511	  268.359884
2192.9318	  262.094737
2193.2125	  263.183747
2193.4932	  254.907068
2193.7739	  261.666305
2194.0546	  260.757556
2194.3353	  262.189388
2194.6160	  260.500810
2194.8967	  259.759012
2195.1774	  265.438266
2195.4581	  265.280825
2195.7388	  262.517663
2196.0195	  254.098416
2196.3002	  263.486473
2196.5809	  245.028644
2196.8616	  235.892643
2197.1423	  241.538390
2197.4230	  230.768684
2197.7037	  230.528810
2197.9844	  234.255472
2198.2651	  239.704368
2198.5458	  237.435520
2198.8265	  239.063857
2199.1072	  232.764530
2199.3879	  236.953124
2199.6686	  230.908360
2199.9493	  231.578639
2200.2300	  234.016475
