@@@ Acoustic log report, powered by DARTS (https://darts.citg.tudelft.nl/) @@@
@@@            Special edition for SPE GeoEnergy Hackathon 2021            @@@
Well name: P02
depth(m)	 transit time (micron/sec)
2184.7325	  240.051907
2184.8811	  237.480956
2185.0297	  232.349714
2185.1783	  240.950739
2185.3269	  236.856244
2185.4755	  235.934720
2185.6241	  236.793543
2185.7727	  240.868576
2185.9213	  235.800558
2186.0699	  235.326377
2186.2185	  246.760197
2186.3671	  235.808320
2186.5157	  242.478209
2186.6643	  241.351600
2186.8129	  239.939342
2186.9615	  253.177634
2187.1101	  236.430093
2187.2587	  241.167022
2187.4073	  241.579724
2187.5559	  233.651010
2187.7044	  248.707043
2187.8530	  240.507375
2188.0016	  250.799179
2188.1502	  247.159144
2188.2988	  243.115084
2188.4474	  242.596469
2188.5960	  234.745746
2188.7446	  246.188598
2188.8932	  251.556105
2189.0418	  241.270808
2189.1904	  247.361847
2189.3390	  237.439103
2189.4876	  242.560746
2189.6362	  249.361744
2189.7848	  242.662304
2189.9334	  241.421016
2190.0820	  234.233343
2190.2306	  232.559734
2190.3792	  232.549488
2190.5278	  233.941354
2190.6764	  232.315736
2190.8250	  226.949621
2190.9736	  235.107700
2191.1222	  236.518975
2191.2708	  235.489031
2191.4194	  233.304112
2191.5680	  239.236686
2191.7166	  232.173256
2191.8652	  244.225378
2192.0138	  230.784484
2192.1624	  238.845723
2192.3110	  234.225768
2192.4596	  237.895707
2192.6082	  234.269583
2192.7568	  234.944540
2192.9054	  240.334545
2193.0539	  231.038741
2193.2025	  242.564182
2193.3511	  235.708795
2193.4997	  238.650194
2193.6483	  237.344779
2193.7969	  239.472118
2193.9455	  211.468634
2194.0941	  209.513124
2194.2427	  221.200339
2194.3913	  212.741621
2194.5399	  215.809701
2194.6885	  219.021193
2194.8371	  209.490446
2194.9857	  207.832263
2195.1343	  219.112824
2195.2829	  212.943479
2195.4315	  207.692602
2195.5801	  216.555812
2195.7287	  209.966381
2195.8773	  221.201175
2196.0259	  216.001288
2196.1745	  216.415564
2196.3231	  210.485167
2196.4717	  214.367406
2196.6203	  213.886061
2196.7689	  215.926582
2196.9175	  212.258396
2197.0661	  211.724311
2197.2147	  214.337179
2197.3633	  218.420184
2197.5119	  212.807533
2197.6605	  214.028871
2197.8091	  213.754414
2197.9577	  247.636519
2198.1063	  246.366426
2198.2548	  245.945447
2198.4034	  258.564906
2198.5520	  251.687178
2198.7006	  244.210674
2198.8492	  252.331179
2198.9978	  245.821095
2199.1464	  243.370974
2199.2950	  250.505234
2199.4436	  247.718673
2199.5922	  249.876474
2199.7408	  251.718917
2199.8894	  243.910090
2200.0380	  251.148855
2200.1866	  254.844248
2200.3352	  250.280037
2200.4838	  243.122426
2200.6324	  243.101204
2200.7810	  245.669963
2200.9296	  253.860412
2201.0782	  257.264622
2201.2268	  242.915497
2201.3754	  251.571275
2201.5240	  244.844956
2201.6726	  254.692063
2201.8212	  269.807688
2201.9698	  264.675005
2202.1184	  272.618156
2202.2670	  266.567879
2202.4156	  272.378011
2202.5642	  267.774947
2202.7128	  267.267723
2202.8614	  270.212251
2203.0100	  269.832537
2203.1586	  262.046888
2203.3072	  271.826375
2203.4558	  265.887596
2203.6043	  269.157894
2203.7529	  263.537023
2203.9015	  261.967350
2204.0501	  263.984570
2204.1987	  271.138376
2204.3473	  273.933633
2204.4959	  272.266254
2204.6445	  274.790264
2204.7931	  264.632061
2204.9417	  264.111673
2205.0903	  269.837680
2205.2389	  263.170367
2205.3875	  260.341380
2205.5361	  272.866320
2205.6847	  266.702246
2205.8333	  264.566366
2205.9819	  267.579363
2206.1305	  261.896093
2206.2791	  266.513893
2206.4277	  260.011667
2206.5763	  267.422075
2206.7249	  265.273626
2206.8735	  268.753602
2207.0221	  267.165204
2207.1707	  256.973574
2207.3193	  264.967632
2207.4679	  269.864738
2207.6165	  259.339211
2207.7651	  260.293720
2207.9137	  267.042787
2208.0623	  256.560039
2208.2109	  267.902928
2208.3595	  267.351317
2208.5081	  265.515916
2208.6567	  261.256713
2208.8053	  265.727043
2208.9538	  263.904490
2209.1024	  260.469978
2209.2510	  268.760972
2209.3996	  266.835281
2209.5482	  245.652577
2209.6968	  244.040473
2209.8454	  237.832761
2209.9940	  239.715230
2210.1426	  239.721548
2210.2912	  239.539208
2210.4398	  239.798309
2210.5884	  240.226617
2210.7370	  239.535400
2210.8856	  243.164647
2211.0342	  246.141613
2211.1828	  238.369615
2211.3314	  236.432140
2211.4800	  238.833762
