@@@ Acoustic log report, powered by DARTS (https://darts.citg.tudelft.nl/) @@@
@@@            Special edition for SPE GeoEnergy Hackathon 2021            @@@
Well name: E06
depth(m)	 transit time (micron/sec)
1999.2007	  239.587663
1999.3540	  231.622177
1999.5073	  238.038934
1999.6606	  235.653717
1999.8139	  238.352802
1999.9672	  239.732669
2000.1205	  232.078570
2000.2737	  229.500150
2000.4270	  229.347362
2000.5803	  238.046651
2000.7336	  236.299113
2000.8869	  242.096230
2001.0402	  241.491254
2001.1935	  237.551398
2001.3468	  232.154272
2001.5000	  243.862023
2001.6533	  236.640293
2001.8066	  243.425503
2001.9599	  237.379889
2002.1132	  231.483434
2002.2665	  236.832030
2002.4198	  229.266763
2002.5730	  234.097002
2002.7263	  240.708518
2002.8796	  241.098494
2003.0329	  240.305096
2003.1862	  204.582628
2003.3395	  210.452626
2003.4928	  204.246532
2003.6461	  201.097101
2003.7993	  208.983886
2003.9526	  208.237426
2004.1059	  206.851446
2004.2592	  202.902114
2004.4125	  203.023001
2004.5658	  213.054255
2004.7191	  211.227872
2004.8723	  204.659990
2005.0256	  204.873547
2005.1789	  208.560281
2005.3322	  204.836072
2005.4855	  205.342044
2005.6388	  206.667600
2005.7921	  217.755139
2005.9454	  206.752187
2006.0986	  212.420336
2006.2519	  218.759580
2006.4052	  206.733601
2006.5585	  198.388532
2006.7118	  206.936703
2006.8651	  205.856588
2007.0184	  213.641041
2007.1716	  249.766516
2007.3249	  258.210785
2007.4782	  255.982804
2007.6315	  262.318832
2007.7848	  260.540402
2007.9381	  255.122147
2008.0914	  256.681140
2008.2446	  265.974535
2008.3979	  263.882133
2008.5512	  264.856724
2008.7045	  260.035683
2008.8578	  253.016787
2009.0111	  258.899759
2009.1644	  261.884341
2009.3177	  258.503662
2009.4709	  257.311182
2009.6242	  249.572846
2009.7775	  255.561481
2009.9308	  260.457658
2010.0841	  254.780465
2010.2374	  254.301922
2010.3907	  255.027297
2010.5439	  255.454569
2010.6972	  259.137765
2010.8505	  263.601930
2011.0038	  257.705829
2011.1571	  241.627182
2011.3104	  246.110957
2011.4637	  239.587299
2011.6170	  243.573565
2011.7702	  245.236261
2011.9235	  243.736461
2012.0768	  247.264134
2012.2301	  244.665411
2012.3834	  247.501217
2012.5367	  246.921664
2012.6900	  253.286693
2012.8432	  244.299786
2012.9965	  253.452838
2013.1498	  241.890646
2013.3031	  253.762086
2013.4564	  245.396313
2013.6097	  250.062704
2013.7630	  242.648929
2013.9163	  238.607824
2014.0695	  244.008291
2014.2228	  248.452802
2014.3761	  244.784150
2014.5294	  239.507498
2014.6827	  239.907522
2014.8360	  244.170131
2014.9893	  241.419236
2015.1425	  239.622110
2015.2958	  259.422898
2015.4491	  259.074158
2015.6024	  262.765527
2015.7557	  256.256095
2015.9090	  268.318797
2016.0623	  265.029506
2016.2156	  253.939649
2016.3688	  250.280873
2016.5221	  260.601902
2016.6754	  256.964651
2016.8287	  260.002927
2016.9820	  261.510487
2017.1353	  255.696749
2017.2886	  261.758379
2017.4418	  259.718789
2017.5951	  260.423645
2017.7484	  263.931347
2017.9017	  263.511865
2018.0550	  261.654081
2018.2083	  260.454671
2018.3616	  265.618839
2018.5148	  256.451016
2018.6681	  261.514055
2018.8214	  262.797398
2018.9747	  261.279998
2019.1280	  257.879940
2019.2813	  243.060568
2019.4346	  253.575064
2019.5879	  244.864188
2019.7411	  242.542918
2019.8944	  238.303568
2020.0477	  244.068753
2020.2010	  238.303293
2020.3543	  244.172777
2020.5076	  235.558749
2020.6609	  243.140860
2020.8141	  242.593273
2020.9674	  242.603535
2021.1207	  247.344766
2021.2740	  246.945702
2021.4273	  246.247356
2021.5806	  241.900658
2021.7339	  243.668758
2021.8872	  248.100096
2022.0404	  248.423574
2022.1937	  239.995990
2022.3470	  242.155030
2022.5003	  244.406384
2022.6536	  245.308460
2022.8069	  251.474564
2022.9602	  253.385535
2023.1134	  251.199361
2023.2667	  252.718263
2023.4200	  248.780928
2023.5733	  246.480576
2023.7266	  247.760347
2023.8799	  251.546625
2024.0332	  245.623651
2024.1865	  254.411966
2024.3397	  247.750037
2024.4930	  247.376432
2024.6463	  259.435865
2024.7996	  244.368472
2024.9529	  244.906905
2025.1062	  242.396340
2025.2595	  241.588193
2025.4127	  245.700679
2025.5660	  250.897210
2025.7193	  254.456323
2025.8726	  244.048684
2026.0259	  253.650939
2026.1792	  246.693487
2026.3325	  242.339732
2026.4858	  248.387861
2026.6390	  243.722755
2026.7923	  251.187871
2026.9456	  243.962671
2027.0989	  248.340979
2027.2522	  232.987738
2027.4055	  244.438272
2027.5588	  235.991843
2027.7120	  237.341267
2027.8653	  234.870950
2028.0186	  236.119610
2028.1719	  239.653702
2028.3252	  234.352259
2028.4785	  229.278416
2028.6318	  238.853009
2028.7851	  234.811396
2028.9383	  244.141420
2029.0916	  229.455623
2029.2449	  236.665167
2029.3982	  246.041959
2029.5515	  235.691341
2029.7048	  233.255453
2029.8581	  239.099981
2030.0113	  235.593485
2030.1646	  237.866662
2030.3179	  242.312169
2030.4712	  235.484751
2030.6245	  241.815067
2030.7778	  242.538109
2030.9311	  238.563840
2031.0843	  237.733471
2031.2376	  234.965649
2031.3909	  246.890901
2031.5442	  242.400896
2031.6975	  243.832438
2031.8508	  248.320888
2032.0041	  245.772635
2032.1574	  246.180700
2032.3106	  250.096788
2032.4639	  251.452204
2032.6172	  243.376388
2032.7705	  246.967519
2032.9238	  244.996699
2033.0771	  249.866703
2033.2304	  251.695029
2033.3836	  246.055430
2033.5369	  251.502434
2033.6902	  249.832768
2033.8435	  246.066637
2033.9968	  251.920558
2034.1501	  250.010291
2034.3034	  245.386158
2034.4567	  239.679552
2034.6099	  252.828958
2034.7632	  245.075180
2034.9165	  252.523756
2035.0698	  244.849797
2035.2231	  245.929046
2035.3764	  251.524923
2035.5297	  253.825414
2035.6829	  254.016618
2035.8362	  259.039062
2035.9895	  250.011671
2036.1428	  249.805477
2036.2961	  248.192338
2036.4494	  250.752328
2036.6027	  253.723346
2036.7560	  255.248218
2036.9092	  250.485276
2037.0625	  256.572686
2037.2158	  251.345327
2037.3691	  259.236228
2037.5224	  250.059982
2037.6757	  252.907343
2037.8290	  252.542864
2037.9822	  262.040942
2038.1355	  252.072540
2038.2888	  252.386845
2038.4421	  255.980294
2038.5954	  262.073893
2038.7487	  264.305275
2038.9020	  247.481560
2039.0553	  248.304477
2039.2085	  251.163482
2039.3618	  232.370532
2039.5151	  238.051310
2039.6684	  242.801542
2039.8217	  239.150109
2039.9750	  232.217735
2040.1283	  226.523540
2040.2815	  238.385327
2040.4348	  232.430497
2040.5881	  236.127886
2040.7414	  238.690212
2040.8947	  231.031177
2041.0480	  237.728887
2041.2013	  239.667379
2041.3545	  248.555535
2041.5078	  237.162536
2041.6611	  230.250761
2041.8144	  236.852012
2041.9677	  237.543481
2042.1210	  230.348569
2042.2743	  233.764845
2042.4276	  236.309568
2042.5808	  231.404971
2042.7341	  241.337273
2042.8874	  232.727305
2043.0407	  233.657121
2043.1940	  236.732350
2043.3473	  225.712381
2043.5006	  235.746044
2043.6538	  232.315653
2043.8071	  229.624375
2043.9604	  237.096774
2044.1137	  235.772465
2044.2670	  238.274112
2044.4203	  238.171909
2044.5736	  243.461938
2044.7269	  232.317326
2044.8801	  235.086321
2045.0334	  238.293175
2045.1867	  230.500906
2045.3400	  241.209728
