@@@ Acoustic log report, powered by DARTS (https://darts.citg.tudelft.nl/) @@@
@@@            Special edition for SPE GeoEnergy Hackathon 2021            @@@
Well name: I03
depth(m)	 transit time (micron/sec)
2011.0637	  216.080852
2011.4043	  212.968309
2011.7449	  215.241530
2012.0855	  220.379196
2012.4261	  206.852223
2012.7667	  211.879441
2013.1073	  212.071663
2013.4479	  214.345471
2013.7885	  213.308735
2014.1291	  216.246487
2014.4697	  209.714429
2014.8103	  210.664464
2015.1509	  215.627337
2015.4915	  266.889071
2015.8321	  263.954291
2016.1727	  258.907333
2016.5133	  255.866323
2016.8539	  256.461625
2017.1945	  261.063485
2017.5352	  260.201725
2017.8758	  263.346338
2018.2164	  266.865771
2018.5570	  270.181986
2018.8976	  261.323939
2019.2382	  264.395927
2019.5788	  267.498595
2019.9194	  265.316386
2020.2600	  263.520002
2020.6006	  267.379971
2020.9412	  255.902306
2021.2818	  267.656155
2021.6224	  265.129091
2021.9630	  263.831406
2022.3036	  265.628571
2022.6442	  263.747857
2022.9848	  265.613169
2023.3254	  263.906556
2023.6660	  253.106907
2024.0066	  268.744467
2024.3472	  240.734012
2024.6878	  244.727266
2025.0284	  238.908029
2025.3690	  240.723977
2025.7096	  236.221949
2026.0502	  243.487564
2026.3908	  239.294387
2026.7314	  241.910258
2027.0720	  239.590021
2027.4126	  240.348527
2027.7532	  241.456913
2028.0938	  247.356105
2028.4344	  245.244882
2028.7750	  243.597946
2029.1156	  245.164754
2029.4562	  242.504168
2029.7968	  243.958670
2030.1374	  244.749509
2030.4780	  248.438549
2030.8186	  250.174986
2031.1592	  244.479055
2031.4998	  241.177480
2031.8404	  242.041628
2032.1810	  245.342217
2032.5216	  242.921723
2032.8622	  242.310999
2033.2028	  259.402747
2033.5434	  254.664516
2033.8840	  259.161226
2034.2246	  261.676499
2034.5652	  264.794076
2034.9058	  265.242507
2035.2464	  261.085137
2035.5870	  259.877022
2035.9276	  258.098534
2036.2682	  255.334393
2036.6088	  264.242039
2036.9494	  261.797106
2037.2900	  260.598717
2037.6306	  261.670750
2037.9712	  253.972911
2038.3118	  261.629301
2038.6524	  260.487222
2038.9930	  262.560647
2039.3336	  259.099930
2039.6742	  257.091692
2040.0148	  261.173451
2040.3554	  257.599372
2040.6960	  263.053243
2041.0366	  261.797108
2041.3772	  259.581492
2041.7178	  261.048195
2042.0584	  231.415047
2042.3990	  234.788000
2042.7396	  237.295031
2043.0802	  234.967743
2043.4208	  228.416334
2043.7614	  236.125829
2044.1020	  233.040096
2044.4426	  235.214171
2044.7832	  236.590824
2045.1238	  239.534437
2045.4644	  233.322606
2045.8051	  236.352947
2046.1457	  227.578256
2046.4863	  234.075798
2046.8269	  231.212277
2047.1675	  238.116679
2047.5081	  234.936798
2047.8487	  235.128734
2048.1893	  235.090268
2048.5299	  233.617511
2048.8705	  230.996971
2049.2111	  233.416366
2049.5517	  241.715030
2049.8923	  240.014336
2050.2329	  230.208190
2050.5735	  239.628756
2050.9141	  230.784853
2051.2547	  233.139242
2051.5953	  227.693344
2051.9359	  228.555129
2052.2765	  237.599873
2052.6171	  235.555971
2052.9577	  234.742795
2053.2983	  237.800262
2053.6389	  238.674316
2053.9795	  237.160644
2054.3201	  238.204312
2054.6607	  234.216039
2055.0013	  232.374167
2055.3419	  229.190444
2055.6825	  239.574850
2056.0231	  235.809171
2056.3637	  237.631066
2056.7043	  241.650439
2057.0449	  240.320691
2057.3855	  237.894614
2057.7261	  240.902991
2058.0667	  235.907317
2058.4073	  229.972013
2058.7479	  236.823358
2059.0885	  233.767472
2059.4291	  232.400431
2059.7697	  235.553840
2060.1103	  225.270647
2060.4509	  231.495945
2060.7915	  225.694662
2061.1321	  230.905498
2061.4727	  230.509692
2061.8133	  239.396612
2062.1539	  229.369454
2062.4945	  228.908376
2062.8351	  234.258026
2063.1757	  232.605910
2063.5163	  234.371986
2063.8569	  227.618591
2064.1975	  235.745487
2064.5381	  236.317450
2064.8787	  234.348513
2065.2193	  229.404563
2065.5599	  230.739206
2065.9005	  229.701792
2066.2411	  231.893839
2066.5817	  226.899461
2066.9223	  230.448009
2067.2629	  229.683236
2067.6035	  226.317819
2067.9441	  230.288214
2068.2847	  227.586181
2068.6253	  234.320404
2068.9659	  236.743615
2069.3065	  230.589662
2069.6471	  234.307807
2069.9877	  236.119286
2070.3283	  229.495594
2070.6689	  222.948960
2071.0095	  231.807920
2071.3501	  224.198066
2071.6907	  243.006232
2072.0313	  229.636785
2072.3719	  238.536689
2072.7125	  234.482788
2073.0531	  234.893577
2073.3937	  233.054553
2073.7343	  235.328355
2074.0749	  231.078584
2074.4156	  233.446267
2074.7562	  232.815660
2075.0968	  232.627974
2075.4374	  235.924774
2075.7780	  230.951584
2076.1186	  228.884736
2076.4592	  230.096174
2076.7998	  233.338756
2077.1404	  229.114090
2077.4810	  236.918688
2077.8216	  235.143374
2078.1622	  279.314896
2078.5028	  274.692456
2078.8434	  275.913935
2079.1840	  282.116673
2079.5246	  278.235954
2079.8652	  276.097814
2080.2058	  275.202150
2080.5464	  277.491400
2080.8870	  269.483271
2081.2276	  275.006277
2081.5682	  282.157787
2081.9088	  269.400972
2082.2494	  270.475856
2082.5900	  278.791320
2082.9306	  274.776956
2083.2712	  279.585032
2083.6118	  277.327168
2083.9524	  272.049323
2084.2930	  278.993267
2084.6336	  282.242973
2084.9742	  275.852153
2085.3148	  277.279364
2085.6554	  275.129717
2085.9960	  277.153219
2086.3366	  287.233028
2086.6772	  278.000110
2087.0178	  221.170718
2087.3584	  232.205136
2087.6990	  223.884002
2088.0396	  229.631945
2088.3802	  232.200549
2088.7208	  233.635658
2089.0614	  233.278850
2089.4020	  230.512394
2089.7426	  235.337107
2090.0832	  230.549993
2090.4238	  236.094813
2090.7644	  230.177883
2091.1050	  236.814950
2091.4456	  237.509436
2091.7862	  233.606541
2092.1268	  234.527192
2092.4674	  227.180141
2092.8080	  239.410599
2093.1486	  237.715799
2093.4892	  234.912331
2093.8298	  230.503669
2094.1704	  227.482477
2094.5110	  228.938475
2094.8516	  236.523155
2095.1922	  235.974296
2095.5328	  234.499259
2095.8734	  231.073269
2096.2140	  229.740629
2096.5546	  229.929081
2096.8952	  227.037692
2097.2358	  221.455087
2097.5764	  225.407216
2097.9170	  222.500278
2098.2576	  225.559670
2098.5982	  229.028000
2098.9388	  230.849391
2099.2794	  226.088762
2099.6200	  230.116880
2099.9606	  233.200651
2100.3012	  218.052083
2100.6418	  230.896192
2100.9824	  233.204799
2101.3230	  230.390683
2101.6636	  233.565919
2102.0042	  220.327591
2102.3448	  224.802727
2102.6855	  228.402445
2103.0261	  228.004397
2103.3667	  230.408955
2103.7073	  233.255743
2104.0479	  233.027710
2104.3885	  230.795455
2104.7291	  241.242953
2105.0697	  233.332966
2105.4103	  245.386839
2105.7509	  229.876849
2106.0915	  236.166672
2106.4321	  231.753390
2106.7727	  249.752807
2107.1133	  239.862333
2107.4539	  235.026895
2107.7945	  244.687225
2108.1351	  240.219634
2108.4757	  238.660742
2108.8163	  240.887770
2109.1569	  242.887165
2109.4975	  241.913549
2109.8381	  238.688784
2110.1787	  243.089076
2110.5193	  239.660986
2110.8599	  238.890788
2111.2005	  241.691118
2111.5411	  237.093304
2111.8817	  242.841627
2112.2223	  240.504065
2112.5629	  244.516973
2112.9035	  246.793028
2113.2441	  239.261462
2113.5847	  243.734162
2113.9253	  223.800248
2114.2659	  222.941209
2114.6065	  218.660672
2114.9471	  222.519811
2115.2877	  220.006502
2115.6283	  217.630248
2115.9689	  220.916038
2116.3095	  219.803539
2116.6501	  221.158231
2116.9907	  222.078971
2117.3313	  224.540237
2117.6719	  221.490792
2118.0125	  226.965642
2118.3531	  229.722508
2118.6937	  225.332525
2119.0343	  222.111752
2119.3749	  219.593602
2119.7155	  221.652753
2120.0561	  227.845888
2120.3967	  226.198125
2120.7373	  218.887434
2121.0779	  217.653236
2121.4185	  221.222368
2121.7591	  228.349297
2122.0997	  219.118897
2122.4403	  221.557171
2122.7809	  252.431797
2123.1215	  253.270950
2123.4621	  250.810683
2123.8027	  250.124078
2124.1433	  253.773697
2124.4839	  255.399598
2124.8245	  258.762563
2125.1651	  249.334813
2125.5057	  240.577901
2125.8463	  254.601314
2126.1869	  241.197121
2126.5275	  251.544822
2126.8681	  250.760732
2127.2087	  247.598285
2127.5493	  250.020745
2127.8899	  243.551119
2128.2305	  250.491034
2128.5711	  248.857398
2128.9117	  256.042142
2129.2523	  256.330080
2129.5929	  251.391435
2129.9335	  248.146551
2130.2741	  244.424336
2130.6147	  243.566018
2130.9554	  248.691631
2131.2960	  250.974491
2131.6366	  215.360343
2131.9772	  209.201952
2132.3178	  213.481075
2132.6584	  206.554424
2132.9990	  208.576033
2133.3396	  212.527943
2133.6802	  211.226831
2134.0208	  210.615449
2134.3614	  221.500083
2134.7020	  208.883298
2135.0426	  210.707558
2135.3832	  224.470876
2135.7238	  216.254156
2136.0644	  212.796835
2136.4050	  212.983234
2136.7456	  212.145864
2137.0862	  216.821000
2137.4268	  212.131683
2137.7674	  218.762000
2138.1080	  214.623512
2138.4486	  214.896536
2138.7892	  211.304985
2139.1298	  212.661036
2139.4704	  210.786496
2139.8110	  216.746525
2140.1516	  211.780254
2140.4922	  234.269028
2140.8328	  228.639859
2141.1734	  233.790091
2141.5140	  233.718872
2141.8546	  231.390470
2142.1952	  227.882247
2142.5358	  225.443329
2142.8764	  223.233132
2143.2170	  229.612472
2143.5576	  235.781350
2143.8982	  247.884786
2144.2388	  238.412690
2144.5794	  237.129459
2144.9200	  229.621870
