@@@ Acoustic log report, powered by DARTS (https://darts.citg.tudelft.nl/) @@@
@@@            Special edition for SPE GeoEnergy Hackathon 2021            @@@
Well name: I02
depth(m)	 transit time (micron/sec)
2025.8277	  248.937517
2025.8958	  222.196053
2025.9639	  231.024841
2026.0321	  227.225806
2026.1002	  230.230977
2026.1683	  227.167606
2026.2364	  232.908195
2026.3045	  230.352259
2026.3726	  231.026342
2026.4408	  223.136519
2026.5089	  228.855064
2026.5770	  227.583868
2026.6451	  229.421148
2026.7132	  228.983389
2026.7813	  228.699063
2026.8495	  226.072592
2026.9176	  224.998270
2026.9857	  230.752236
2027.0538	  229.648728
2027.1219	  230.593771
2027.1900	  226.205036
2027.2582	  229.955694
2027.3263	  230.249016
2027.3944	  225.922700
2027.4625	  215.666302
2027.5306	  221.406086
2027.5987	  221.582470
2027.6669	  249.579609
2027.7350	  251.316598
2027.8031	  252.201262
2027.8712	  257.810689
2027.9393	  253.443180
2028.0074	  253.353973
2028.0756	  249.485163
2028.1437	  251.664334
2028.2118	  257.044695
2028.2799	  251.150118
2028.3480	  254.934706
2028.4161	  254.554796
2028.4842	  248.885997
2028.5524	  257.551655
2028.6205	  254.089704
2028.6886	  251.346755
2028.7567	  253.893423
2028.8248	  257.881678
2028.8929	  255.924351
2028.9611	  250.859612
2029.0292	  254.910378
2029.0973	  258.992052
2029.1654	  253.147362
2029.2335	  255.021096
2029.3016	  258.705806
2029.3698	  256.762242
2029.4379	  250.437615
2029.5060	  256.054320
2029.5741	  255.835394
2029.6422	  253.773349
2029.7103	  255.364002
2029.7785	  254.342647
2029.8466	  251.578015
2029.9147	  256.705455
2029.9828	  255.757326
2030.0509	  247.609637
2030.1190	  251.431627
2030.1872	  252.377545
2030.2553	  253.957553
2030.3234	  253.581695
2030.3915	  257.389071
2030.4596	  252.960635
2030.5277	  252.129149
2030.5959	  256.252871
2030.6640	  254.600656
2030.7321	  252.558061
2030.8002	  254.325816
2030.8683	  248.405952
2030.9364	  250.972774
2031.0045	  250.697763
2031.0727	  252.276431
2031.1408	  253.971046
2031.2089	  253.318845
2031.2770	  256.198099
2031.3451	  256.763963
2031.4132	  254.137204
2031.4814	  261.335275
2031.5495	  252.282143
2031.6176	  259.922480
2031.6857	  255.844534
2031.7538	  255.305174
2031.8219	  252.505753
2031.8901	  254.512168
2031.9582	  257.861881
2032.0263	  254.056693
2032.0944	  261.965221
2032.1625	  256.057701
2032.2306	  251.283455
2032.2988	  258.702145
2032.3669	  251.683218
2032.4350	  257.173882
2032.5031	  252.970606
2032.5712	  260.721761
2032.6393	  253.512455
2032.7075	  253.192979
2032.7756	  249.504993
2032.8437	  254.203534
2032.9118	  258.199691
2032.9799	  250.234435
2033.0480	  252.728550
2033.1162	  250.527220
2033.1843	  252.826595
2033.2524	  247.204181
2033.3205	  247.550057
2033.3886	  251.627312
2033.4567	  247.624279
2033.5248	  246.402645
2033.5930	  252.150156
2033.6611	  250.755796
2033.7292	  261.322635
2033.7973	  247.155156
2033.8654	  250.102047
2033.9335	  263.237275
2034.0017	  249.006125
2034.0698	  258.714949
2034.1379	  246.919229
2034.2060	  256.787244
2034.2741	  254.490225
2034.3422	  245.066677
2034.4104	  249.207044
2034.4785	  253.327280
2034.5466	  251.141742
2034.6147	  247.635977
2034.6828	  254.429732
2034.7509	  250.303868
2034.8191	  230.182862
2034.8872	  222.536886
2034.9553	  225.380453
2035.0234	  225.049468
2035.0915	  227.741700
2035.1596	  230.884601
2035.2278	  232.270296
2035.2959	  234.089034
2035.3640	  229.530564
2035.4321	  234.675219
2035.5002	  225.094222
2035.5683	  227.246138
2035.6365	  232.300548
2035.7046	  225.410929
2035.7727	  227.711823
2035.8408	  231.798545
2035.9089	  225.116393
2035.9770	  225.891089
2036.0452	  230.647548
2036.1133	  226.027637
2036.1814	  231.414326
2036.2495	  228.919634
2036.3176	  224.393790
2036.3857	  229.082984
2036.4538	  228.036289
2036.5220	  228.786882
2036.5901	  233.884675
2036.6582	  236.510761
2036.7263	  234.483234
2036.7944	  237.360609
2036.8625	  239.354294
2036.9307	  241.795290
2036.9988	  232.925170
2037.0669	  235.419410
2037.1350	  240.076710
2037.2031	  235.285206
2037.2712	  234.128538
2037.3394	  242.055658
2037.4075	  240.234344
2037.4756	  236.141614
2037.5437	  239.390413
2037.6118	  235.340575
2037.6799	  237.030539
2037.7481	  238.483177
2037.8162	  231.244324
2037.8843	  238.023392
2037.9524	  239.153587
2038.0205	  239.740302
2038.0886	  235.690095
2038.1568	  236.205395
2038.2249	  237.574268
2038.2930	  241.194464
2038.3611	  236.872772
2038.4292	  259.405017
2038.4973	  259.449278
2038.5655	  260.281907
2038.6336	  265.443951
2038.7017	  260.902812
2038.7698	  263.343557
2038.8379	  259.361893
2038.9060	  257.424206
2038.9741	  260.547082
2039.0423	  262.341190
2039.1104	  261.925422
2039.1785	  263.361252
2039.2466	  265.522547
2039.3147	  265.510794
2039.3828	  257.819303
2039.4510	  257.793457
2039.5191	  265.324793
2039.5872	  258.309821
2039.6553	  259.627634
2039.7234	  259.093208
2039.7915	  259.924917
2039.8597	  258.450162
2039.9278	  263.027775
2039.9959	  259.663889
2040.0640	  256.397462
2040.1321	  258.761535
2040.2002	  240.265426
2040.2684	  247.631424
2040.3365	  249.627620
2040.4046	  251.101883
2040.4727	  247.919861
2040.5408	  249.851525
2040.6089	  253.289293
2040.6771	  247.453331
2040.7452	  242.707406
2040.8133	  243.516291
2040.8814	  246.252377
2040.9495	  249.510193
2041.0176	  249.785878
2041.0858	  252.683277
2041.1539	  256.923249
2041.2220	  240.261410
2041.2901	  244.720822
2041.3582	  242.065543
2041.4263	  246.594564
2041.4944	  248.986211
2041.5626	  243.998763
2041.6307	  245.281421
2041.6988	  255.818448
2041.7669	  251.295529
2041.8350	  243.024437
2041.9031	  251.158724
2041.9713	  263.105838
2042.0394	  262.182785
2042.1075	  262.783306
2042.1756	  257.531686
2042.2437	  266.842664
2042.3118	  259.921901
2042.3800	  259.300021
2042.4481	  262.390105
2042.5162	  264.422301
2042.5843	  259.071604
2042.6524	  266.333219
2042.7205	  259.433905
2042.7887	  268.941445
2042.8568	  264.158134
2042.9249	  257.956290
2042.9930	  263.719051
2043.0611	  267.808761
2043.1292	  266.938976
2043.1974	  263.213181
2043.2655	  269.977193
2043.3336	  259.037930
2043.4017	  258.235346
2043.4698	  268.108990
2043.5379	  261.957751
2043.6061	  263.780838
2043.6742	  269.567255
2043.7423	  232.366410
2043.8104	  235.114367
2043.8785	  233.219088
2043.9466	  244.398676
2044.0147	  238.883445
2044.0829	  243.181451
2044.1510	  234.076756
2044.2191	  233.539144
2044.2872	  238.160516
2044.3553	  237.206208
2044.4234	  234.594935
2044.4916	  237.360925
2044.5597	  239.616399
2044.6278	  236.362661
2044.6959	  242.443173
2044.7640	  236.423783
2044.8321	  240.987687
2044.9003	  238.080646
2044.9684	  239.966193
2045.0365	  239.523833
2045.1046	  238.750080
2045.1727	  239.814708
2045.2408	  233.083431
2045.3090	  243.006047
2045.3771	  237.811113
2045.4452	  232.337681
2045.5133	  242.531339
2045.5814	  248.179135
2045.6495	  248.046175
2045.7177	  244.470670
2045.7858	  250.117204
2045.8539	  244.619657
2045.9220	  246.239149
2045.9901	  245.220097
2046.0582	  242.303884
2046.1264	  247.598798
2046.1945	  244.716082
2046.2626	  254.015033
2046.3307	  246.718166
2046.3988	  245.652837
2046.4669	  234.606868
2046.5351	  242.271019
2046.6032	  243.592270
2046.6713	  233.072866
2046.7394	  248.459729
2046.8075	  233.347070
2046.8756	  246.834038
2046.9437	  243.995200
2047.0119	  246.239857
2047.0800	  246.395880
2047.1481	  254.873446
2047.2162	  242.756992
2047.2843	  245.869895
2047.3524	  266.575881
2047.4206	  272.498039
2047.4887	  270.461536
2047.5568	  262.510892
2047.6249	  270.818524
2047.6930	  269.724059
2047.7611	  266.430634
2047.8293	  271.633997
2047.8974	  272.797197
2047.9655	  271.898008
2048.0336	  270.609751
2048.1017	  269.210843
2048.1698	  273.438663
2048.2380	  269.167512
2048.3061	  273.357165
2048.3742	  270.327660
2048.4423	  271.041068
2048.5104	  261.906960
2048.5785	  264.112190
2048.6467	  274.124152
2048.7148	  272.641774
2048.7829	  267.026493
2048.8510	  261.411072
2048.9191	  266.437999
2048.9872	  269.752341
2049.0554	  271.172909
2049.1235	  262.873888
2049.1916	  263.027987
2049.2597	  263.722915
2049.3278	  267.303290
2049.3959	  258.581496
2049.4640	  258.044018
2049.5322	  259.396787
2049.6003	  264.627381
2049.6684	  264.301523
2049.7365	  265.358986
2049.8046	  260.716302
2049.8727	  259.420525
2049.9409	  260.699264
2050.0090	  259.687924
2050.0771	  262.166673
2050.1452	  259.865400
2050.2133	  259.400667
2050.2814	  264.797741
2050.3496	  262.837877
2050.4177	  267.261566
2050.4858	  264.086121
2050.5539	  265.223713
2050.6220	  256.142252
2050.6901	  261.125300
2050.7583	  255.718571
2050.8264	  264.557658
2050.8945	  242.000634
2050.9626	  240.151449
2051.0307	  243.654767
2051.0988	  235.528312
2051.1670	  243.040764
2051.2351	  236.483027
2051.3032	  241.442372
2051.3713	  246.262465
2051.4394	  245.996773
2051.5075	  249.441725
2051.5757	  245.090873
2051.6438	  242.173695
2051.7119	  248.020501
2051.7800	  249.650254
